         MJD           Ac           As           X0           Y0           dX           dY
 51810.00000      42.0907     -94.5146      40.7605     -58.0166      73.2001      40.2296 
 51811.00000      42.1357     -94.4064      40.9056     -58.0740      74.6705      39.6394 
 51812.00000      42.0621     -94.3501      40.9255     -58.1117      76.1285      39.0063 
 51813.00000      41.8077     -94.3761      40.7553     -58.0846      77.5724      38.3480 
 51814.00000      41.4183     -94.4872      40.4269     -58.0105      79.0008      37.6731 
 51815.00000      41.0066     -94.6617      40.0375     -57.9426      80.4154      36.9889 
 51816.00000      40.7384     -94.8664      39.7284     -57.9679      81.8214      36.3053 
 51817.00000      40.8445     -95.0482      39.7001     -58.2098      83.2307      35.6386 
 51818.00000      41.4849     -95.1440      40.0981     -58.7552      84.6472      34.9931 
 51819.00000      42.1233     -95.1277      40.4964     -59.2950      85.9862      34.2695 
 51820.00000      42.5681     -95.0575      40.7299     -59.7291      87.2456      33.4603 
 51821.00000      42.9129     -95.0006      40.8532     -60.1294      88.4663      32.6047 
 51822.00000      43.1922     -95.0038      40.8795     -60.5250      89.6743      31.7265 
 51823.00000      43.4397     -95.1058      40.8185     -60.9433      90.8893      30.8446 
 51824.00000      43.6850     -95.3323      40.6805     -61.4051      92.1263      29.9730 
 51825.00000      43.9211     -95.7015      40.4493     -61.9047      93.3905      29.1177 
 51826.00000      44.0632     -96.2667      40.0097     -62.4010      94.6619      28.2742 
 51827.00000      44.1510     -97.2149      39.1966     -62.9999      95.9102      27.4635 
 51828.00000      44.2379     -98.5387      38.0360     -63.7292      97.1329      26.6833 
 51829.00000      44.3648    -100.1088      36.6603     -64.5599      98.3394      25.9150 
 51830.00000      44.5746    -101.7357      35.2601     -65.4467      99.5414      25.1346 
 51831.00000      44.9078    -103.1753      34.0775     -66.3304     100.7531      24.3129 
 51832.00000      45.3985    -104.1178      33.4170     -67.1346     101.9917      23.4140 
 51833.00000      46.0120    -104.2666      33.5342     -67.7386     103.2630      22.4087 
 51834.00000      46.4497    -103.7400      34.1404     -67.9482     104.5093      21.3142 
 51835.00000      46.4574    -102.7804      34.8726     -67.6473     105.6782      20.1516 
 51836.00000      46.0331    -101.6750      35.4963     -66.9516     106.7690      18.9381 
 51837.00000      45.3970    -100.7524      35.8726     -66.1811     107.8274      17.6905 
 51838.00000      45.0203    -100.3938      35.9540     -65.8963     108.9546      16.4241 
 51839.00000      45.3447    -100.8350      35.7785     -66.5589     110.2499      15.1593 
 51840.00000      45.5756    -101.3761      35.4493     -67.1081     111.5175      13.9344 
 51841.00000      45.4648    -101.7021      35.1188     -67.2061     112.7068      12.7343 
 51842.00000      45.1857    -101.9277      34.8033     -67.0752     113.8615      11.5428 
 51843.00000      44.8379    -102.1435      34.4812     -66.8482     115.0018      10.3538 
 51844.00000      44.5162    -102.4336      34.1282     -66.6489     116.1483       9.1603 
 51845.00000      44.3268    -102.8731      33.7265     -66.6090     117.3224       7.9529 
 51846.00000      44.3224    -103.5199      33.2406     -66.8030     118.5349       6.7206 
 51847.00000      44.2648    -104.3182      32.5909     -67.0030     119.7315       5.4414 
 51848.00000      44.0762    -105.2004      31.7845     -67.1315     120.8744       4.0924 
 51849.00000      43.7734    -106.1406      30.8456     -67.1978     121.9532       2.6688 
 51850.00000      43.4018    -107.1042      29.8233     -67.2263     122.9674       1.1784 
 51851.00000      43.0572    -108.0345      28.8076     -67.2766     123.9261      -0.3598 
 51852.00000      42.8914    -108.8460      27.9356     -67.4498     124.8499      -1.9153 
 51853.00000      43.0458    -109.4239      27.3647     -67.8286     125.7607      -3.4486 
 51854.00000      43.3828    -109.6933      27.0926     -68.2350     126.6196      -4.9178 
 51855.00000      43.8378    -109.9065      26.8134     -68.6131     127.3855      -6.2717 
 51856.00000      44.4288    -110.3474      26.2676     -69.0671     128.0805      -7.5479 
 51857.00000      45.1187    -111.0713      25.4150     -69.6077     128.7315      -8.7948 
 51858.00000      45.8541    -112.0386      24.3132     -70.2140     129.3698     -10.0612 
 51859.00000      46.5603    -113.1234      23.1117     -70.8375     130.0310     -11.3983 
 51860.00000      47.1420    -114.1095      22.0597     -71.4097     130.7576     -12.8597 
 51861.00000      47.5004    -114.7592      21.4205     -71.8506     131.5781     -14.4811 
 51862.00000      47.6472    -115.0995      21.1275     -72.1450     132.4403     -16.2200 
 51863.00000      47.6309    -115.1960      21.0694     -72.3038     133.2847     -18.0217 
 51864.00000      47.5555    -115.1202      21.1575     -72.4040     134.0816     -19.8460 
 51865.00000      47.5799    -114.9487      21.3175     -72.5844     134.8253     -21.6627 
 51866.00000      47.9200    -114.7615      21.4873     -73.0467     135.5349     -23.4516 
 51867.00000      48.7604    -114.6257      21.6137     -73.9642     136.2379     -25.2004 
 51868.00000      49.9194    -114.5447      21.6364     -75.1369     136.8969     -26.8931 
 51869.00000      51.2170    -114.5903      21.4349     -76.3620     137.4714     -28.5117 
 51870.00000      52.5295    -114.7960      20.9716     -77.5197     137.9578     -30.0678 
 51871.00000      53.7769    -115.1698      20.2675     -78.5551     138.3806     -31.5941 
 51872.00000      54.9430    -115.7283      19.3620     -79.4910     138.7907     -33.1387 
 51873.00000      56.0890    -116.5067      18.3015     -80.4455     139.2705     -34.7696 
 51874.00000      57.1175    -117.3755      17.3088     -81.3891     139.9016     -36.5511 
 51875.00000      57.3682    -117.7912      16.9047     -81.6402     140.5816     -38.3977 
 51876.00000      57.5515    -118.3454      16.2759     -81.6985     141.1448     -40.1588 
 51877.00000      57.8923    -119.1995      15.2429     -81.8001     141.6001     -41.8765 
 51878.00000      58.1576    -120.0973      14.1470     -81.8239     142.0027     -43.6326 
 51879.00000      58.2369    -120.8433      13.2366     -81.7281     142.3851     -45.4610 
 51880.00000      58.0556    -121.2323      12.7594     -81.4910     142.7718     -47.3664 
 51881.00000      57.5716    -121.0376      12.9725     -81.1083     143.1808     -49.3213 
 51882.00000      56.8545    -120.1890      13.9338     -80.6303     143.6084     -51.2646 
 51883.00000      56.1978    -119.2220      15.0108     -80.1996     144.0078     -53.1468 
 51884.00000      55.6864    -118.4905      15.8166     -79.8362     144.3603     -54.9870 
 51885.00000      55.3184    -118.1293      16.2185     -79.5222     144.6671     -56.8152 
 51886.00000      55.0836    -118.1671      16.2006     -79.2453     144.9393     -58.6537 
 51887.00000      54.9715    -118.5280      15.8587     -79.0151     145.1978     -60.5180 
 51888.00000      54.8416    -118.9783      15.4719     -78.7450     145.4575     -62.3996 
 51889.00000      54.2202    -119.0866      15.5560     -78.0485     145.6730     -64.2279 
 51890.00000      53.2212    -118.9293      16.0188     -77.0236     145.8460     -65.9970 
 51891.00000      52.1737    -118.7699      16.5416     -75.9423     146.0064     -67.7428 
 51892.00000      51.2693    -118.7756      16.9144     -74.9514     146.1676     -69.4913 
 51893.00000      50.6275    -119.0716      16.9748     -74.1288     146.3308     -71.2636 
 51894.00000      50.2837    -119.7495      16.6078     -73.4754     146.4855     -73.0785 
 51895.00000      50.1990    -120.8146      15.7998     -72.9377     146.6131     -74.9400 
 51896.00000      50.2862    -121.9678      14.8502     -72.4953     146.7073     -76.8033 
 51897.00000      50.4951    -122.9233      14.0397     -72.1979     146.7736     -78.6486 
 51898.00000      50.9569    -123.6692      13.3387     -72.1961     146.8369     -80.4967 
 51899.00000      51.6651    -124.2294      12.7135     -72.4875     146.8954     -82.3581 
 51900.00000      52.5069    -124.6795      12.1123     -72.9507     146.9249     -84.2438 
 51901.00000      53.2551    -125.1647      11.4592     -73.3305     146.8755     -86.1657 
 51902.00000      53.7643    -125.8603      10.6340     -73.4371     146.7041     -88.1458 
 51903.00000      54.4485    -126.8076       9.4775     -73.6474     146.4809     -90.2265 
 51904.00000      55.3157    -127.8282       8.1604     -74.0213     146.2284     -92.3824 
 51905.00000      56.1627    -128.7161       6.9476     -74.4351     145.9335     -94.5598 
 51906.00000      56.8774    -129.3631       5.9857     -74.8255     145.5930     -96.7261 
 51907.00000      57.3986    -129.7367       5.3351     -75.1533     145.2067     -98.8629 
 51908.00000      57.7081    -129.8767       4.9762     -75.3918     144.7767    -100.9659 
 51909.00000      57.8755    -129.9052       4.7800     -75.5590     144.3115    -103.0525 
 51910.00000      57.9933    -130.0716       4.5252     -75.6205     143.8440    -105.1524 
 51911.00000      57.7611    -130.5469       4.2955     -75.1786     143.4090    -107.2138 
 51912.00000      56.9951    -131.2320       4.2824     -74.1012     142.9871    -109.1906 
 51913.00000      55.8038    -132.0396       4.4830     -72.5429     142.5504    -111.0904 
 51914.00000      54.4967    -132.9317       4.7257     -70.8230     142.0763    -112.9602 
 51915.00000      53.6206    -133.9281       4.6358     -69.4472     141.5520    -114.8989 
 51916.00000      53.6817    -134.8654       3.9708     -68.9788     140.9555    -116.9954 
 51917.00000      54.2928    -134.9681       3.4710     -69.5006     140.2238    -119.1269 
 51918.00000      55.0202    -134.1961       3.4492     -70.6414     139.3882    -121.2025 
 51919.00000      55.6116    -132.8044       3.9107     -72.0305     138.4947    -123.1851 
 51920.00000      55.9309    -131.0610       4.7763     -73.3940     137.5756    -125.0622 
 51921.00000      55.9725    -129.2937       5.8400     -74.5321     136.6545    -126.8517 
 51922.00000      55.8568    -127.8818       6.7761     -75.3143     135.7489    -128.6037 
 51923.00000      55.8516    -127.2598       7.1173     -75.6864     134.8688    -130.4041 
 51924.00000      56.2315    -127.6591       6.5154     -75.7101     134.0034    -132.3283 
 51925.00000      56.8272    -128.5414       5.4305     -75.5525     133.1081    -134.2946 
 51926.00000      57.3222    -129.4371       4.4036     -75.2446     132.1681    -136.2038 
 51927.00000      57.5847    -130.1760       3.6489     -74.8000     131.1835    -138.0195 
 51928.00000      57.6738    -130.7687       3.1184     -74.2792     130.1574    -139.7606 
 51929.00000      57.8841    -131.4394       2.4456     -73.7849     129.0936    -141.5135 
 51930.00000      58.5106    -132.2889       1.3525     -73.4948     128.0103    -143.3636 
 51931.00000      59.2402    -132.6320       0.5459     -73.6502     126.9600    -145.2051 
 51932.00000      59.8822    -132.4126       0.1762     -74.1919     125.9258    -147.0342 
 51933.00000      60.3648    -131.8814       0.0997     -74.9329     124.8654    -148.8933 
 51934.00000      60.6881    -131.2798       0.1645     -75.6798     123.7689    -150.7757 
 51935.00000      60.8774    -130.8044       0.2469     -76.2657     122.6401    -152.6579 
 51936.00000      60.9606    -130.5634       0.2853     -76.5826     121.4910    -154.5068 
 51937.00000      60.9662    -130.5842       0.2780     -76.5738     120.3478    -156.2755 
 51938.00000      60.9365    -130.7707       0.2488     -76.3027     119.2105    -157.9260 
 51939.00000      60.9445    -130.9048       0.1512     -76.0241     117.9810    -159.4894 
 51940.00000      60.9328    -131.0780      -0.0426     -75.6776     116.6284    -161.0129 
 51941.00000      60.8588    -131.4545      -0.3443     -75.1401     115.1791    -162.5381 
 51942.00000      60.8005    -132.0523      -0.7866     -74.4682     113.6689    -164.1032 
 51943.00000      60.9402    -132.7861      -1.4319     -73.8521     112.1530    -165.7453 
 51944.00000      61.4168    -133.3909      -2.2160     -73.5892     110.7048    -167.4724 
 51945.00000      62.0306    -133.4362      -2.7469     -73.8844     109.3666    -169.1922 
 51946.00000      62.7053    -132.9959      -3.0820     -74.5823     108.0658    -170.8424 
 51947.00000      63.3294    -132.4264      -3.3550     -75.3152     106.7262    -172.4208 
 51948.00000      63.8229    -131.9689      -3.6165     -75.8460     105.3182    -173.9398 
 51949.00000      64.1925    -131.7847      -3.9256     -76.0557     103.8414    -175.4245 
 51950.00000      64.5482    -131.9491      -4.3692     -75.9542     102.3250    -176.9164 
 51951.00000      64.8859    -132.4071      -4.8563     -75.6089     100.8235    -178.4369 
 51952.00000      64.7958    -132.9482      -4.8847     -75.0111      99.3709    -179.9134 
 51953.00000      64.3968    -133.5047      -4.5516     -74.2808      97.9526    -181.3478 
 51954.00000      63.9968    -134.1052      -4.1835     -73.5369      96.5404    -182.7820 
 51955.00000      63.7387    -134.7548      -3.9432     -72.8328      95.1087    -184.2339 
 51956.00000      63.6617    -135.4555      -3.8958     -72.1734      93.6307    -185.7057 
 51957.00000      63.7006    -136.2177      -4.0104     -71.5089      92.0773    -187.1817 
 51958.00000      63.6806    -137.0654      -4.1530     -70.7347      90.4172    -188.6271 
 51959.00000      63.4358    -138.0600      -4.1925     -69.7237      88.6300    -190.0095 
 51960.00000      63.1203    -139.2675      -4.2630     -68.4817      86.7375    -191.3577 
 51961.00000      62.9337    -140.6327      -4.5120     -67.1358      84.7681    -192.7037 
 51962.00000      62.9536    -141.9804      -4.9436     -65.8716      82.7566    -194.0522 
 51963.00000      63.1383    -143.0517      -5.4285     -64.9116      80.7508    -195.3853 
 51964.00000      63.3099    -143.4685      -5.6781     -64.5495      78.8188    -196.6541 
